user_location,text,label
"Port Area, Manila",Bagong LPA posibleng maging bagyo–Pagasa https://t.co/IgflRvDnrR,1
,RT @TVPatrol: Tuluyan nang naging bagyo ang low pressure area sa gitna ng West Philippine Sea nang lumabas ito sa Philippine area of respon…,1
,Inaasahang aabot sa 11 hanggang 19 bagyo ang mabubuo o papasok sa Philippine Area of Responsibility (PAR) ayon sa PAGASA. Basahin: https://t.co/ypVkhhigKi #DWAR1494 #AbanteRadyo https://t.co/9ttJvj55Wf,1
Republic of the Philippines,"Inaasahang aabot sa 11 hanggang 19 bagyo ang mabubuo o papasok sa Philippine Area of Responsibility (PAR) mula Hunyo hanggang Nobyembre ngayong taon, ayon sa PAGASA. https://t.co/PYHQuWFEKT",1
,"Bagyo sa labas ng bansa lumakas pa, isa ng tropical storm ayon sa PAGASA https://t.co/heE4oCc8nv | @IRcalbayog247 @donadominguez",1
,Patuloy na palalakasin ng nasabing bagyo ang #Habagat na magdadala ng pag-ulan sa kanlurang bahagi ng bansa kabilang na ang Metro Manila. [2/3],1
"Binan City, Calabarzon",OA ng ulan bagyo level! Saan galing to tirik na tirik araw kanina 😱,1
,"@lorc_arc Sinuong ang bagyo at baha makita lang sila at kinabukasan fancon, hanggang ngayun nag aabang pa rin kami na ma post ito, sumama na rin ata sa bagyo na matunaw Hahaha",1
,"jgh.. parang may bagyo kanina, andaming puno ang natumba at nakakalat sa kalsada",1
PerthSanta 🖤🫶🤍,@jstnbdy_a ga loading pa mahina wifi may bagyo wait lang PERTHSANTA WITH DR ALLY #DRallyGrandopeningxPerthSantaxDomiia,1
santa maria bulacan,Oi impakta nung nagpunta kami sa baguio may bagyo din nun never nawalan ng kuryente sa bahay na nirent namin FYI lang ha madaming alternarte routes papuntang baguio Kenon Road lang ang sinara noon sige Ituloy mo ang kabobohan mo https://t.co/po2ki5h39w,1
s/her | filo | 20,@iwonchue #seated ☺️☺️☺️ pero katakot nmn yung bagyo teh…..,1
020324 120624 030125,GAGU ANG LAKAS NUNG DUMAANG HANGIN AT ULAN HUHU PARANG SIGNAL NO. 5 NA BAGYO 😭,1
"Pagbilao, Quezon","Sino ba na may matinong pag-iisip na naghihintay na bumagyo tapos nung sinaway ko na wag mag-wish ng kung anu-ano ay apakasensitive ko raw? Ghorl di mo gugustuhin na may bagyo. Pausap lang, maige at wala.",1
Laguna,@rietaalexander3 @EatBulaga Thank you mhie. Wala na ang bagyo pero malakas ang hangin,1
"Cebu City, Central Visayas",teeehhh grabe najud imong kahangin tehhh dmd bagyo nani padung,1
"metro manila,Philippines","@Enzo_positivo Para pag nag onsite kahit may bagyo, keri lang ahahaha",1
Republic of the Philippines,"Commander Encina: Itong mga DRG, all through the season ng tag-ulan... na-identify na ang ""hot zones"". Mayroon tayong forward deployment. Bago pa dumating ang bagyo, nagde-deploy na tayo ng DRG sa lugar.",1
sa gawas sa maisan,@SB_Senyora19 ang init siguro dun... samantalang dito samen bagyo na... aw buong araw na malakas na ulan lang pala... aha ha ha,1
,@PhilNews24 rainy season na talaga at madalas na ang pag pasok ng mga bagyo ngayun,1
Saudi Arabia,@RichImperial Hanggang ngayon di mo pa rin ipinapaalam ang sitwasyon ng San Juanico bridge at sino ang nag-assess. Para sa inyong kaalaman SOP sa DPWH tuwing merong malaking lindol o bagyo ay sinusuri ang mga tulay tulad ng San Juanico bridge. Ang nakapagtataka walang lindol na malakas pero,1
,"Wala nang binabantayan na bagyo o low pressure area (LPA) ang #PAGASA sa loob at labas ng Philippine area of responsibility (PAR). Gayunpaman, makararanas pa rin ng mga pag-ulan sa Mindanao at Eastern Visayas dahil sa inter-tropocal convergence zone (ITCZ). 1/2 https://t.co/JPCNwe45dU",1
"Manila, Philippines","Matapos ang ilang ""muntik na"" ay tuluyan nang nagamit ang unang pangalan ng bagyo sa lokal na listahan ng PAGASA. Ngayong gabi ay naging ganap na bagyo ang binabantayang Low Pressure Area (LPA) malapit sa Extreme Northern Luzon at pinangalanang #AuringPH. Narito naman ang https://t.co/NdGK1l0YXe",1
Republic of the Philippines,"Low pressure area sa bahagi ng Northern Luzon, isa nang ganap na bagyo at tinawag na Bagyong Auring #SuperBalitaSaGabi",1
"Manila, Philippines","@ikissmorning LPA sa Northern Luzon, malaki ang tyansa na maging bagyo sa loob ng 24 oras — PAGASA #TomorrowsNewsTonight",1
Philippines,RT @aybaaanx: LPA X HABAGAT Patuloy na nagpapaulan ang #Habagat sa malaking bahagi ng #Luzon na pinalalakas ng #LowPressureArea sa may ban…,1
"Manila, Philippines","LPA sa hilagang Luzon, mataas ang tyansa na maging unang bagyo sa bansa ngayong taon #Balansyado",1
"Manila, Philippines","LPA sa Northern Luzon, lumaki ang tiyansa na maging bagyo #Breaktime",1
,LPA X HABAGAT Patuloy na nagpapaulan ang #Habagat sa malaking bahagi ng #Luzon na pinalalakas ng #LowPressureArea sa may bandang Taiwan na nasa loob ng PAR. Posibleng maging bagyo ang LPA at tatawaging #AuringPH. #WeatherAlert #94W https://t.co/z4BNYPddiL,1
Philippines,Patuloy na binabantayan ng PAGASA ang low pressure area (LPA) sa may Northern Luzon. Tumaas ang tsansa niyan na maging bagyo. PANOORIN ang ulat: https://t.co/Pceh7QgDBq,1
"Manila, Philippines","@ReyTSibayan @ikissmorning LPA sa silangang luzon bantay-sarado ng PAGASA, may ‘medium chance’ na maging bagyo #TomorrowsNewsTonight",1
Valenzuela City,"RT @sciencekonek: 𝗕𝗔𝗚𝗢𝗡𝗚 𝗟𝗣𝗔 𝗦𝗔 𝗦𝗜𝗟𝗔𝗡𝗚𝗔𝗡 𝗡𝗚 𝗟𝗨𝗭𝗢𝗡, 𝗣𝗢𝗦𝗜𝗕𝗟𝗘𝗡𝗚 𝗠𝗔𝗚𝗜𝗡𝗚 𝗕𝗔𝗚𝗬𝗢 Ang panibagong nabuong Low Pressure Area (#LPA) sa silangan ng C…",1
"Manila, Philippines","𝗕𝗔𝗚𝗢𝗡𝗚 𝗟𝗣𝗔 𝗦𝗔 𝗦𝗜𝗟𝗔𝗡𝗚𝗔𝗡 𝗡𝗚 𝗟𝗨𝗭𝗢𝗡, 𝗣𝗢𝗦𝗜𝗕𝗟𝗘𝗡𝗚 𝗠𝗔𝗚𝗜𝗡𝗚 𝗕𝗔𝗚𝗬𝗢 Ang panibagong nabuong Low Pressure Area (#LPA) sa silangan ng Central Luzon ay posibleng maging bagyo habang kumikilos pahilaga. Ganunpaman, mas #habagat ang patuloy na https://t.co/kJZVdog9P3",1
Intramuros,"RT @arielrojasPH: Weather Forecast for June 11, 2025, Wednesday Papalayo ang bagyo at walang epekto sa bansa. Maulan sa Luzon halos buong…",1
P.A.R.,"Weather Forecast for June 11, 2025, Wednesday Papalayo ang bagyo at walang epekto sa bansa. Maulan sa Luzon halos buong araw dahil sa Habagat. Uulan naman sa tanghali sa Panay at sa hapon at gabi sa Eastern Visayas at eastern Mindanao. ⛈️ JABYU☔️ https://t.co/bBmbqt2cHp",1
,BAGYO X HABAGAT Bagyo sa West Philippine Sea sa labas ng PAR pinalalakas ang SW monsoon (Habagat) na magdadala ng ulan sa western section ng Luzon. #WeatherAlert #StormAlert #Invest92W #92W https://t.co/fFClX2RiKc,1
Spain,"Binabantayang Low Pressure Area sa kanluran ng Hilagang Luzon o sa labas ng PAR, isa nang bagyo!",1
pinas,"RT @arielrojasPH: Weather Forecast for June 10, 2025, Tuesday Posibleng maging bagyo na ang LPA sa West Philippine Sea na patuloy na magpa…",1
P.A.R.,"Weather Forecast for June 10, 2025, Tuesday Posibleng maging bagyo na ang LPA sa West Philippine Sea na patuloy na magpapalakas sa Habagat. Maulan sa Central at Southern Luzon at Panay. ⛈️⛈️⛈️ JABYU☔️ at ingat sa baha at landslides. https://t.co/gqZWlLPjsk",1
Makati City,"Malalakas na pag-ulan, asahan sa ilang bahagi ng Luzon dahil sa pinalakas na LPA at habagat —PAGASA https://t.co/1rKGXQGG3A",1
Spain,"Binabantayang Low Pressure Area sa kanluran ng Hilagang Luzon, inaasahang magiging bagyo ngayong linggo at tatawaging bagyong #AuringPH; Hanging habagat, umiiral sa nalalabing lugar sa Katimugang Luzon, Visayas at Mindanao, ayon sa @dost_pagasa",1
,"RT @weatherphilipp1: WARNING(June 8,Sunday 6:27PM):Merong possibilidad na magtaas ng Wind Signal sa Metro Manila at malaking bahagi ng Luzo…",1
he/him,pinatugtog niyo pa yang raining in manila sa vietnam maawa naman kayo samin dito magiging bagyo na nga yung LPA hayuff,1
"Lupon, Davao Region",Grabeng ulana huhu basig baha ni pag abot ug davao 😭,1
,"Mas gusto ko pa magtravel abroad kesa dito sa pinas jusko. Bulok ang transportation, mahal ang grab. Di maayos mga kalsada. Di safe maglakad mag-isa. Mabaho yung mga daanan, lubak lubak. Konting ulan baha na agad. Ilang presidente na nagpalit, walang may concern sa mga commuters.",1
"Albuera, Eastern Visayas","@foreversisiw21 @EdenPelaez24 TANGA! KAHIT TRILION YAN WALANG MAKAKAPIGIL SA BAHA. YUBG 51B AY FLOOD CONTROL PROJECTS HINDI FLOOD PREVENTION. KUNG DATI AABUTIN NG ILANG ARAW BAGO HUMUOA ANG BAHA SA DAVAO, NGAYON PAGTILA NG ULAN WALA NA RIN ANG BAHA... GANYAN ANG FLOOD CONTR WAG BOBO!",1
Philippines,Pinuri ng mga residenteng apektado ng malawakang pagbaha sa Maguindanao ang ipinadalang financial assistance ng Office of the President (OP) sa tatlong lokasyon sa nasabing lalawigan. https://t.co/TDcPHBQwXR,1
"Burgos, Surigao del Norte",@RykersD Davao City - halos every month baha kahit may multi billion flood control project si Polong,1
Philippines,"Isa si Wahida Sangki, residente ng Ampatuan, Maguindanao del Sur, sa 6,000 mga benepisyaryo na nakatanggap ng tig-P5,000 halaga mula sa Office of the President bilang agarang tulong sa mga residenteng naapektuhan ng pagbaha. | via Macel Dasalla, @radyopilipinas1 Davao https://t.co/LVo3LK4ccM",1
cebu,RT @phkule: Informal settlers ang madalas sisihin ng gobyerno sa problema ng baha. Pero isa lang naman ang puno’t dulo ng problema nila at…,1
,Informal settlers ang madalas sisihin ng gobyerno sa problema ng baha. Pero isa lang naman ang puno’t dulo ng problema nila at ng lumalalang klima sa Pilipinas: ang pagkamal ng kita ng gobyerno at korporasyon. BASAHIN: https://t.co/76CmIjlDOf https://t.co/aDll7AJIcX,1
,"@SenImeeMarcos Mas binibigyan nyo oras ang mga Duterte kesa tingnan pano mgawan ng batas ang wage hike, maayos na traffic, pagkontrol sa baha, kakulangan ng classrooms, national security ng bansa. Ang Pilipinas po ay hindi Duterte.",1
,@batangbundok @lumpialogic Baha nga singapore davao pa 😂 Iyak na nanamn kayo sa 2028 haha,1
,"@hlabhlabhlab @PinoyAkoBlog Sino nga ulit mayor ng Davao nung mga pagbaha, @hlabhlabhlab ? Yung kuya ng wake and bake? https://t.co/CO8OhmKXzg",1
Republic of the Philippines,"Lakas na naman ng ulan, for sure baha na naman dito sa Davao https://t.co/dHZqGwar8X",1
Metro Manila,"Hindi seasonal kundi all-year round ang declogging operations ng MMDA sa mga drainage ng mga pangunahing lansangan sa Metro Manila. Sa panahon ng malakas na pag-ulan, ang mga baradong drainage ay nagiging sanhi ng pagbaha dahil hindi makadaloy nang maayos ang tubig kaya kahit https://t.co/0d1Nii98Zf",1
"Cebu City, Central Visayas",Maganda na to sa mga Trolls and taga Davao? 🤣 kaya pala ang standard❗️❗️ baha is okay #filtered https://t.co/FcWeLomtTt,1
,@News5PH Nilagyan niyo ng kalsada yung river system ng Las Pinas kay lumala ang pagbaha. Para lang madaanan mga properties niyo.,1
Republic of the Philippines,"Halos 100 pamilya sa Sta. Maria, Davao Occidental, inilikas dahil sa pagbaha. | via Jhesa Torrefranca, Super Radyo Davao https://t.co/FXhGEa8OqK",1
Republic of the Philippines,"ABOT sa 49 katao ang nasawi, kabilang ang apat na bata, bunsod ng malalakas na pag-ulan sa Eastern Cape province ng South Africa. https://t.co/Th73ZD4JIy",1
Republic of the Philippines,@batangbundok @lumpialogic walang sariling hospital? tanga lang? Sa Davao dumadayo mga taga karatig probinsya dahil ang maraming experto at libreng tulong sa hospital namin. Kami na bahala sa baha namin. Mag re-react lang kami kung yung 5000 flood control projects naka solve sa baha sa metro manila.,1
Republic of the Philippines,"@richsarr @lumpialogic yes dahil walang baha sa metro manila at ibang lugar sa Pinas. Malinis din at walang basurang lumulutang na basura kasama sa baha sa manila, diba? diba? patawa ka eh",1
"Quezon City, Philippines",Pinunto ng senadora bahagi ng ating laban para sa kalayaan ang pangangalaga sa kalikasan lalo’t laging dinadaanan ng mga bagyo at nakakaranas ng pagbaha ang ating bansa. | ulat ni Nimfa Asuncion BASAHIN | https://t.co/RU16bEizgY #RP1News #RadyoPilipinas #RadyoPubliko https://t.co/wYuKkYGxfa,1
Makati City,"Sa temang “Kalayaan, Kinabukasan, Kasaysayan,” ang MMDA ay nagbigay-pugay sa mga bayani at nagsagawa ng coastal clean-up upang labanan ang pagbaha sa Metro Manila. https://t.co/A2CbUrprs6",1
,Nakaranas ng malawakang pagbaha ang ilang bahagi ng Cagayan de Oro City kasunod ng malakas na buhos ng ulan. https://t.co/onHcsxazms,1
Pinas,@News5PH Ayusin mo muna baha sa Davao.,1
"Dagupan City, Philippines","ROAD ELEVATION KONTRA PAGBAHA SA DAGUPAN CITY, NAGPAPATULOY READ MORE | https://t.co/tfJ16xdoiJ #ifmnewsdagupan #localnews #news #balita #pangasinan #DagupanCity https://t.co/AhSyIXMUYE",1
"Manila, Philippines",Cagayan De Oro lubog sa baha https://t.co/HamBxQrJvQ via @Remate Online,1
Sugond,RT @dzrhnews: RAINFALL ADVISORY: Itinaas sa yellow warning level ng @dost_pagasa ang lalawigan ng Bataan at Zambales dahil sa posibilidad n…,1
"Manila, Philippines","RAINFALL ADVISORY: Itinaas sa yellow warning level ng @dost_pagasa ang lalawigan ng Bataan at Zambales dahil sa posibilidad ng pagbaha dulot ng pag-ulan sa mga low-lying areas. Asahan naman ang mahihina hanggang malalakas na pag-ulan sa Metro Manila, Laguna, Rizal, Quezon at https://t.co/FuG9vGLhka",1
Metro Manila,"Ngayong panahon ng tag-ulan ay asahan na ang kaliwa’t kanang balita ng pagbaha sa Kalakhang Maynila. Upang makatulong na maibsan ang mga pagbaha, walang humpay ang isinasagawang coastal clean- up drive ng MMDA Metro Parkways Clearing Group (MPCG) sa Manila Baywalk Dolomite Beach https://t.co/88S4NmN19p",1
wanting to be somewhere else,"@iSabongera Cleanest talaga ang davao. Mahugasan ba naman mga kalye nito ng baha maya't-maya, lilinis talaga.",1
"Quezon City, Philippines","Umapela sa publiko ang Metropolitan Manila Development Authority (MMDA) na huwag tambakan ng basura ang mga creek o daluyan ng tubig lalo’t nagsisimula na ang tag-ulan, upang makaiwas sa matinding pagbaha. Ginawa ng MMDA ang panawagan kasunod ng isinagawa nitong clean up drive https://t.co/5D3y5cpQN6",1
i love niki and esbi ❤️‍🩹,baha na sa manila https://t.co/whfFM8Ze3h,1
Republic of the Philippines,"Metropolitan Manila Development Authority (MMDA), umapela sa publiko na huwag magtapon ng basura sa mga creek at iba pang daluyan ng tubig para hindi magbara at magdulot ng pagbaha. | via @allangatus https://t.co/Lg2g1XgTlR",1
Republic of the Philippines,"Paglilinis ng Metropolitan Manila Development Authority (MMDA) sa mga creek at estero sa Caloocan City, puspusan na bilang paghahanda sa baha ngayong tag-ulan. | via @allangatus https://t.co/cg0wRtkILi",1
,@iSabongera AH KAYA PALA PAG DI HULIHAN SA DROGA EH BAHA ANG MARIRINIG MO ABOUT DAVAO CITY. LOL. PURO POK POK PA MGA TAO DYAN. TANONG NYO PA KAY POLONG HAHAHHA,1
,"naaawa na talaga ko sa pinas, konting ulan lang sa mabababang lugar baha agad. May napuntahan nga ko non sa Sto. Rosario ata yun.. aba kay init ng panahon, pagdating namin sa purok na yun baha! jusq ambaho pa ng tubig.. dipa naulan non ah.. e pano pa pag malakas ulan?",1
Thailand,"@WalkingEar17232 @altGenie Madaming flood control projects dyan. Nasanay ka na rin? Matagal humupa no? Ang baha sa Davao after flooding, humupa after few hours",1
Republic of the Philippines,"@CedieAntony Sus wala yan, mas malalim pa ang baha sa bulacan, sa marikina, sa pasay, paranaque, sa maynila, sa quezon city etc etc etc 🤣🤣🤣",1
20,@strwbaeri_ jusko baha capital of the philippines yan e,1
,"@altGenie Matagal ng bumabaha sa Manila at sa Taft, anong kinalaman ng baha sa impeachment? Sa Davao nga bumabaha kahit ang laki ng budget for flood control 🤔😂",1
,@fierceLady08 Baka FloodBath. o malawakang baha sa Davao. nasaan dinala ni Pulong ang Pondo doon? bakit bumaha? 😂😂😂😂😂😂😂😂,1
,"@buddy_atm59 @coachjarret Maayus nman. At least magka baha man 2 to 3 hours hupa na. Eh sa manila ba,? Especially marikina at bulacan ilang linggo nahupa ang baha?",1
,@Snorlaxis017 @coachjarret Tag ulan na. At alam nting lahat anong mga lugar madalas binabaha sa luzon. Kakainin nyo rin yang mga pinag sasabi nyo. Lalo pag lahat ng gamit nyo sa bhay lutang sa tubig baha. Atleast davao 2 to 3 hours hupa na yung baha. Sa dami ba nmang malalaking sapa at a week na ulan.,1
"Sydney, New South Wales","@Messerschmidts0 @ABSCBNNews @_katrinadomingo Pinas, Lubog sa UTANG at Lubog sa BAHA. Pity the Future Generations. Life is good under a good government. Facts. Cheers!",1
"Manila, Philippines","Ngayong panahon ng tag-ulan, patuloy ang pagkilos ng DPWH sa kanilang mga flood control projects. Isa sa mga nais pagtuunan ng pansin ng ahensya ay ang dredging o paghuhukay sa mga ilog upang mas mapabilis ang daloy ng tubig baha. https://t.co/RV1pvQxwMa",1
"Ontario, CA","@altGenie Davao baha, manila baha. Both dumaan sa same family wala naman pinagbago. Bogo kaayo",1
,"@itsmeejot @pena_bin @altGenie Baha na yan sa panahon ng mass murderer, bakit kung makapaningil kayo parang naayos nya ang baha, traffic at krimen sa manila...sa davao nga dinnila maayos ayos na buong angkan na nila namamahala. Dapat lang naman iimpeach ang mga magnanakaw, next ang bobong marcos at iba pa",1
,@millenial1000 Tama! Binigyan daw ng P51B daw flood control budget ang Davao pero grabi pa rin ang baha!,1
"Carol Stream, IL","@chanchi_evo1 Saan dinala ni Polong ang 51B para sa flood control ng Davao? Busog ang bulsa ni Polong pero pahirap sa mga Davawenyos. Ang nakakapagtaka, niloloko na sila Duterte pa rin. Buhay karangyaan ang mga dyos nila, samantalang lubog sa baha ang mga tangang DDS.",1
,walanghamo baha sa lawa sagad par di nakaka tuwa,1
,"@lorc_arc Sinuong ang bagyo at baha makita lang sila at kinabukasan fancon, hanggang ngayun nag aabang pa rin kami na ma post ito, sumama na rin ata sa bagyo na matunaw Hahaha",1
she/her | 20 | future archi!,PAKSHET NAULANAN AKO NAPASUGOD SA BAHA PAG AKO NAPASOK NG LEPTOSPIROSIS SA UTAK,1
19 metwt,@yizhouleb TEKA TE TANG INA LUMUSONG KAME SA BAHA,1
hi everytime,OA NAMAN NG BAHA SA BACOOR AWA NALANG ?!,1
ph,Lagi na lang pag nauwi ako sa Bulacan— it's either baha or brownout— or BOTH?!!!,1
,https://t.co/CCYjVq3LAg dugyot era sila. Yang boracay n dolomite lng laking achievement na n regular dredging sa marikina kya walang gadelubyong baha.,1
Republic of the Philippines,baha agad grabe naman yan siya,1
United Republic,Lakas ng ulan potek!! Wag sana abutan ng baha hahaha,1
"20↑, he/they || 🇵🇭 en/tag",WOW MUKHANG MAY BAHA,1
filo | she/her | OT9,lagi akong inaaya ng mga kaibigan kong gumala kaso paano sasama kung bahang baha samin??,1
,"Ayon kay Padilla, may mga itinalaga nang disaster response teams sa mga high-risk areas para agad na makaresponde kung sakaling may pagbaha, pagguho, o iba pang sakuna.",1
Republic of the Philippines,"𝐁𝐚𝐥𝐢𝐤 𝐄𝐬𝐤𝐰𝐞𝐥𝐚: Ilang paaralan sa Calumpit, Bulacan, lubog pa rin sa baha dahil sa high tide at malalakas na pag-ulan nitong mga nakalipas na araw | via @iamKatrinaSon https://t.co/wqlFY05Qa3",1
,Posible ang biglaang pagbaha at pagguho ng lupa sa mga nabanggit na lugar sa oras ng thunderstorm. [2/2],1
,We feel good mekaya kahit baha na samin https://t.co/7SSuwkmfhk,1
,@kukakoolah hhaha lalo na pag hanggang bewang baha haha pero seriously masarap daw na hobby yan.,1
Manila,"RT @fierceLady08: RELIEF BAGS PARA SA 1,000 PAMILYANG BIKTIMA NG BAHA SA DATU PIANG. Good job OVP for great leadership OF VP Sara DUTERTE…",1
"New York, Cubao",It might happen pero ayun nga may casette kami nung soundtrack ng evita ewan ko lang kung nakasurvive sa mga baha at sa auntie ko kasi siya nagtatago non pero grabe that is our Family’s movie,1
,@kukakoolah swimming sa baha ems,1
,"lol, bakit dun lang sa mall na yun may baha ayusin nyo drainage nyo uyyyy tingala man ta nganong gabaha man nagsundo rman tas ako pamilya 😗 may gani dili lawm",1
,"@MasonRZambrano Walang plano ang hayop, baha nga lang eh, anong gagawin natin daw kuno.",1
Republic of the Philippines,Villamil: Makararanas pa rin tayo ng mga pag-ulang dala ng ITCZ sa malaking bahagi ng Mindanao at Eastern Visayas. Patuloy na maging handa at alerto sa banta ng pagbaha at pagguho ng lupa lalo na kung tuloy-tuloy ang mga pag-ulang mararanasan.,1
Secret,nalockan ba naman sa baha e,1
20+,hUi oo nga pano pag tumambay si mermaid raf sa destiny café? isipin ko na lang ba nilubog na ng baha yung café???? 🤔 https://t.co/hzdGNIvdW8,1
,@BoltsTheMech Baha! https://t.co/4NpVY1NeQT,1
they/them | married to spencer,@timelessiren need ko na ng bagong biblical level na baha cuz wtf✋😀,1
,"the day na na-post ako sa balisong, lulusong talaga ako ng baha",1
Philippines,So third world problems naman. Power outage at baha. Haaaays. Saklap maging Pinoy.,1
BANNER BY @freakynorton_2,@JaejaeCHANPON its been POURING here sa luzon 😭 Baha yung apartment complex namin pero atleast malamig,1
Republic of the Philippines,"Tatlong indibidwal, kumpirmadong nasawi matapos malunod sa baha na epekto ng LPA at habagat sa Mindanao, ayon sa NDRRMC #SuperBalitaSaHapon https://t.co/VvmwPeJiTu",1
"Imus, Calabarzon","RT @gmanews: TINGNAN: Ilang mga sasakyan sa Barangay Camaman-an, Cagayan de Oro City ang nalubog sa baha matapos ang flash flood na dulot…",1
Philippines,"TINGNAN: Ilang mga sasakyan sa Barangay Camaman-an, Cagayan de Oro City ang nalubog sa baha matapos ang flash flood na dulot ng malakas na pag-ulan nitong Martes, June 10, 2025. Courtesy: Fernel Advincula via Cyril Chavez/GMA Regional TV One Mindanao https://t.co/O8M2B7vl1T",1
pinas,"RT @arielrojasPH: Weather Forecast for June 10, 2025, Tuesday Posibleng maging bagyo na ang LPA sa West Philippine Sea na patuloy na magpa…",1
P.A.R.,"Weather Forecast for June 10, 2025, Tuesday Posibleng maging bagyo na ang LPA sa West Philippine Sea na patuloy na magpapalakas sa Habagat. Maulan sa Central at Southern Luzon at Panay. ⛈️⛈️⛈️ JABYU☔️ at ingat sa baha at landslides. https://t.co/gqZWlLPjsk",1
"Manila City, National Capital ",@altGenie Asan na yung mga taga manila na laging nagyabang na ang davao at mindanao laging binabaha ayan lunorin kayo ng baha jan,1
"Manila, Philippines","Bagamat nag-upgrade ang ilang pumping stations sa Metro Manila, nagpaalala si DPWH Secretary Manuel Bonoan na kinakailangan pa rin ang pakikiisa ng publiko upang maiwasan ang pagbaha. BASAHIN: https://t.co/oy7qLE34kA https://t.co/PQeRrUfG8R",1
Abyss,Makauwi na nga baka abutan pa ako ng baha dito sa manila 🤮,1
,Umuulan na naman sa Singapore like— Cebu. Baha na pud ta ani! Rawr,1
,"UPDATE: Nakapagtala ng 44 volcanic earthquakes ang PHIVOLCS sa Bulkang Bulusan, na nananatili pa rin sa Alert Level 1 ng ahensya sa makalipas na 24 oras. Namonitor din ang pamamaga ng bulkan nitong Huwebes, Hunyo 12. | via @phivolcs_dost Sundan: https://t.co/cPs5DJ74AH https://t.co/A2k1gPsuGM",1
Philippines,"UPDATE SA BULKANG KANLAON Nakapagtala ang Bulkang Kanlaon ng anim na volcanic earthquakes, ayon sa PHIVOLCS ngayong Lunes, June 16. Nananatiling nakataas ang Alert Level 3 sa bulkan dahil sa aktibidad nito. #News5 📸: PHIVOLCS-DOST https://t.co/P1ci7JKIT1",1
,"PHIVOLCS, nakapagtala ng 10 volcanic earthquakes sa paligid ng Bulkang Kanlaon sa nakalipas na 24 oras. Nananatili sa Alert Level 3 ang bulkan. | #BalitaNgayon @DZMMTeleRadyo https://t.co/pHgcCvfZ44",1
,"Umabot sa mahigit 300 na indibidwal ang binawian ng buhay habang nasa 97,000 ektarya ng lupaing pang-agrikultura ang nasira dahil sa ashfall ng bulkan. [2/2]",1
,"Umabot sa 100 volcanic earthquakes ang naitala sa bulkang Bulusan, batay sa 24 oras na pagmamanman ng Phivolcs. Naglabas din ang bulkan ng 113 tonelada ng asupre at 100 metrong taas ng abo na napadpad sa kanluran. Patuloy na nakataas sa Alert Level 1 ang bulkang Bulusan. https://t.co/KUCetyzbYV",1
"Hyatt Garden Building, Dolores","Tatlumpu’t apat na taon na ang nakalipas mula nang pumutok ang Bulkang Pinatubo—ang pangalawang pinakamalaking pagsabog ng bulkan noong ika-20 siglo. Nagdulot ito ng matinding epekto sa 364 na komunidad at 2.1 milyong katao, na nawalan ng kabuhayan at tahanan. https://t.co/5AYTz1rNYv",1
Philippines,"KANLAON UPDATE Nakapagtala ang PHIVOLCS sa Bulkang Kanlaon ng 10 volcanic earthquakes ngayong Linggo, June 15. Nananatiling nakataas ang Alert Level 3 sa bulkan dahil sa aktibidad nito. 📷: PHIVOLCS/X https://t.co/FLDFDSy4EF",1
Philippines,"Samantala, 57 volcanic earthquakes naman ang naitala sa Bulkang #Bulusan habang tatlong rockfall events ang naitala sa Bulkang #Mayon. Gayunpaman, nananatili pa rin sa Alert Level 1 ang parehong bulkan maging ang Bulkang #Taal na nagtala naman ng 242 toneladang asupre. (3/3)",1
,Naglabas din ang bulkan ng 368 tonelada ng asupre at 150 metrong taas ng abo na napadpad sa kanluran-hilagang kanluran. Patuloy na nakataas sa Alert Level 1 ang bulkang Bulusan. (Source: PHIVOLCS) 2/2,1
💙,"RT @bumaBAgyo: Sa panahon ng tag-ulan, mukhang hindi lang bagyo ang puwedeng magpabaha. Maaaring ang Habagat (lalo na kapag pinapalakas ng…",1
🇵🇭 🇬🇧,"Sa panahon ng tag-ulan, mukhang hindi lang bagyo ang puwedeng magpabaha. Maaaring ang Habagat (lalo na kapag pinapalakas ng bagyo) ang pangunahing nagdadala ng matinding ulan sa kanluran ng Pilipinas. https://t.co/g0lXpMFmZQ",1
,"RT @faithbewithyou_: Kahit nung Day 1 at 2 ng SAW Kickoff, days before ng concert laging umuulan/bumabagyo lalo kapag hapon na pero nung Da…",1
,RT @Xiaoo122: Ehh Bumabagyo https://t.co/5iH4TiuJyP,1
,"After the day ng concert, back to the usual habit na bumabagyo ulit kapag hapon dito sa bulacan 😭😅",1
,"Kahit nung Day 1 at 2 ng SAW Kickoff, days before ng concert laging umuulan/bumabagyo lalo kapag hapon na pero nung Day 1 makulimlim lang at umaambon pero hindi umuulan. Parang pigil na pigil ng langit na pabagsakin ulan haha then nung Day 2 sobrang ganda na lalo ng weather- https://t.co/8imIWRfBJ1",1
,Okay haha LAST GASLIGHT: What if nawalan lang sila ng kuryente kasi bumabagyo?? Like hindi nya naman ako kayang bitawan ng ganon nalang 😩 (😭😭 nababaliw nako kakaisip sayo dang it!),1
,Omg may barboys musical rerun!!! Pls idate nyo ako. Kasi dinate ko yung sarili ko last year. Magisa lang ako and bumabagyo muntik na ako matulog sa mall 😭,1
